0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228
33,5,192,168,3,168,102,102,168,168,13,146,102,6,265,195,3,5,192,3,5,125,5,5,192,125,6,125,125,5,6,3,125,91,91,5,6,265,102,6,91,125,3,5,5,140,197,197,91,5,168,102,102,5,140,197,192,140,91,6,5,140,197,192,140,91,6,195,5,197,192,3,6,91,5,140,197,192,140,91,6,5,140,197,192,140,91,6,192,91,5,140,197,192,140,91,6,265,102,265,168,102,102,168,168,199,5,140,197,192,140,91,6,45,5,140,197,192,140,91,6,13,265,102,265,168,102,102,168,102,102,168,168,5,140,197,192,140,91,6,214,5,3,6,5,140,197,192,140,197,91,6,206,5,197,192,3,3,6,91,5,197,192,3,3,6,91,5,140,197,192,140,91,6,195,5,197,192,3,3,6,91,5,197,192,3,3,6,91,5,140,197,192,140,91,6,195,265,102,265,168,102,102,168,168,201,5,140,197,192,140,91,6,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,96
240,311,240,240,78,240,265,240,240,240,78,265,240,240,78,240,78,265,240,240,78,265,240,78,196,240,78,240,196,78,265,240,240,240,196,78,265,240,240,240,196,78,265,240,240,240,240,265,240,240,240,240,196,78,265,240,240,196,78,265,240,240,196,78,265,240,196,5,196,196,196,240,240,240,240,78,265,240,240,240,240,78,240,78,265,240,240,78,265,240,240,78,265,240,78,240,219,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,91,196,125,91,5,201,3,78,78,192,125,3,192,192,192,78,78,125,120,125,192,78,78,78,78,78,140,78,78,140,78,78,140,78,3,78,78,78,3,78,3,78,78,78,78,78,78,78,45,120,78,78,78,3,78,78,78,78,78,78,78,78,78,78,140,78,78,78,78,140,78,78,78,78,78,78,78,140,3,78,78,78,78,78,78,78,78,78,3,6,91,78,78,78,78,140,3,78,78,78,78,78,78,78,140,3,140,3,78,78,78,78,140,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,140,78,78,78,78,78,78,78,78,78,78,78,78,78,3,78,78,78,78,78,3,78,78,78,78,78,140,78,78,78,78,78,5,78,78,195,3,78,78,78,3,78,78,78,78,78,78,78,78,140,78,140,78,78,78,78,78,78,78,78,196,78,240,240,78,78,78,78,78,78,140,78,78,78,78,78,78,78,78,78,78,78,5,240
168,195,340,340,3,265,43,3,3,168,168,265,168,265,3,168,265,43,265,43,265,3,265,168,265,43,3,43,168,168,340,43,265,168,168,168,168,43,3,168,265,168,168,168,265,43,168,3,168,168,265,168,265,265,3,265,43,168,168,168,265,340,265,168,3,168,265,43,3,265,265,265,265,168,168,168,168,168,265,3,168,43,3,265,168,265,168,168,168,3,168,168,168,3,265,265,168,265,3,265,168,168,168,3,265,340,168,265,168,168,3,168,168,265,43,3,265,3,168,3,168,3,3,168,265,3,3,168,265,168,3,265,168,3,168,265,43,3,265,43,3,168,168,168,265,265,265,3,3,168,168,168,265,168,168,265,168,168,168,168,168,168,168,265,168,265,265,168,265,168,3,3,168,43,265,168,265,168,168,168,168,265,43,3,265,3,168,168,168,168,265,3,265,3,168,168,3,265,168,3,168,265,3,3,168,168,3,265,265,265,168,168,168,265,168,168,168,168,3,168,168,3,168,168,265,265,265,168,168
174,174,174,174,174,174,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,6,63,63,6,6,221,221,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,192,192,243,125,125,125,125,91,174,174,45,45,54,197,192,3,3,192,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,174,11,33,6,6,5,5,5,197,192,192,125,125,125,125,54,45,192,197,197,174,174,174,174,174,195,6,195,3,6,91,192,195,3,6,5,6,5,3,6,91,195,3,3,3,6,91,195,6,91,195,6,91,6,6,6,6,195,5,6,6,3,201,199,3,6,196,85,195,5,6,5,195,6,3,192,6,6,6,5,197,3,3,3,3,91,45,5,197,197,192,3,3,3,3,3,3,3,3,3,3,6,91,195,195,195,195,5,221,195,3,6,197,195,91,195,3,195,195,195,195,3,195,195,195,5,3,6,195,5,5,195,5,195,6,195,3,6,6,3,6,91,195,3,6,5,6,5,6,91,6,6,195,5,5,5,6,197,3,192,6,91,195,5,3,6,6,195,5,5,3,6,3,3,6,91,6,5,5,5,6,3,6,195,192,6,5,5,6,6,195,195,195,195,195,197,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,13,4,78,13,13,78,13,13,4,13,4,78,13,13,78,13,13,4,13,4,78,13,13,78,13,13,4,13,4,13,4,13,4,4,4,240,4,13,240,13,240,240,240,78,78,240,240,4,78,13,265,240,240,4,240,240,240,78,4,240,13,13,4,4,4,13,4,4,240,240,78,4,240,78,78,78,240,4,4,13,240,240,240,240,13,240,78,13,240,240,13,4,78,13,13,78,13,13,4,78,13,13,78,13,13,4,78,13,13,78,13,265,265,4,13,4,78,13,13,78,13,13,4,78,13,13,78,13,13,4,78,13,13,78,13,265,265,240,240,240,240,240,240,13,240,240,13,4,265,265,240,240,13,4,78,13,13,78,13,265,265,240,240,13,4,78,13,13,78,13,265,265,240,240,13,4,240,240,13,13,4,240,13,13,240,240,240,13,4,78,13,13,78,13,13,4,78,13,13,78,13,13,4,265,265,240,13,265,265,240,78,78,240,240,13,4,240,240,13,4,13,240,13,78,265,240,4
6,63,6,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,192,6,33,5,3,197,192,192,192,6,192,243,125,125,125,125,125,125,91,258,311,240,240,174,174,175,191,122,45,45,195,175,175,175,175,201,195,5,192,6,195,201,102,102,6,102,102,6,5,197,192,3,3,6,91,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,125,125,91,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,125,125,91,5,221,140,197,192,140,91,6,39,196,5,197,196,194,197,78,5,197,197,192,3,140,3,6,91,195,4,4,4,122,122,331,120,6,221,197,192,3,3,6,7,91,122,4,78,4,78,4,78,4,78,4,78,4,78,4,78,4,78,4,78,4,78,4,78,4,78,4,78,4,78,4,5,197,197,192,3,140,3,3,6,91,78,4,42,120,6,3,3,3,3,3,3,3,3,3,3,3
309,265,3,102,265,309,265,102,265,6,5,5,168,168,102,122,91,5,195,5,3,91,6,5,6,125,125,5,197,5,125,3,192,125,102,5,5,6,3,6,125,3,3,3,3,6,33,33,6,33,5,3,125,91,5,54,54,3,3,3,3,91,5,5,5,195,5,195,6,54,5,6,5,54,5,54,54,5,195,5,6,5,5,195,195,5,5,5,54,54,5,54,54,54,195,54,54,54,54,5,91,3,5,3,5,5,3,91,5,3,5,54,54,54,6,85,91,85,54,54,54,5,5,6,5,54,54,54,54,54,54,5,3,5,3,5,3,3,5,5,3,5,197,3,5,5,3,3,91,5,33,192,6,125,102,102,102,168,102,168,168,168,102,168,168,102,168,102,168,102,102,168,102,33,5,6,125,6,196,91,33,6,42,120,6,125,207,309,265,102,309,265,4,309,265,3,102,265,309,265,102,265,309,265,3,102,265,309,265,102,265,309,265,265,309,265,3,102,265,309,265,102,265,309,265,265,309,265,3
175,175,142,142,104,142,265,104,3,3,146,104,265,142,265,104,3,3,146,104,265,142,265,104,3,142,265,142,3,142,3,104,175,3,104,265,104,265,3,142,3,3,175,104,146,142,265,104,3,3,104,175,175,175,175,3,3,3,3,265,3,3,142,265,104,3,3,104,142,265,104,3,3,146,104,265,265,175,142,3,142,104,175,142,104,142,142,265,104,3,3,146,104,265,104,146,175,142,265,104,142,142,265,3,175,3,265,142,265,104,3,3,146,265,3,142,3,142,175,265,265,142,104,104,3,146,265,142,265,3,3,104,175,142,265,104,3,3,146,104,265,142,265,104,3,3,104,175,175,175,175,265,142,146,175,142,265,104,3,265,265,265,175,146,142,265,3,142,142,3,142,142,265,3,142,265,104,3,3,3,104,175,175,142,265,142,265,104,3,3,146,104,265,3,142,265,104,3,3,142,142,175,142,265,175,175,175,3,3,265,142,104,142,142,142,142,265,104,3,3,146,104,265,142,265,104,3,3,142
3,3,3,3,3,3,3,195,5,197,192,3,5,192,125,195,3,192,5,3,192,6,5,192,6,125,125,125,268,5,197,3,91,5,5,6,197,5,5,192,125,125,125,91,5,3,197,192,192,6,125,6,125,3,6,5,5,192,192,192,5,197,192,33,5,3,197,192,6,33,197,192,3,125,125,125,125,125,258,311,240,240,174,175,122,3,6,195,3,5,125,3,3,197,3,3,6,5,5,192,125,3,91,197,6,5,3,199,3,3,91,102,102,192,5,3,125,197,5,6,33,6,91,5,91,5,91,195,3,27,3,102,3,5,33,125,6,5,5,5,125,192,5,3,102,5,142,91,125,6,192,125,3,3,91,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,13,4,13,4,78,13,13,78,13,13,4,13,4,78,13,13,78,13,13,4,13,4,78,13,13,78,13,13,4,13,4,13,4,13,4,78,13,13,78,13,13,4,13,4,78,13,13,78,13,13,4,13,4,78,13,13,78,13,13,4,13,4,13,4,13,4,265,265,240,13,240,4,240,13,4,13,13,240,240,4,4,265,240,78,13,4,4,4,4,4,13,240,240,13,13,240,4,4,4,13,4,4,13,13,13,240,4,4,4,13,13,13,13,4,4,4,5,13,13,78,13,13,4,4,78,240,240,13,13,4,4,4,78,4,13,13,13,78,4,13,13,13,240,78,13,13,13,13,78,13,4,4,4,240,240,78,13,4,240,13,4,4,78,13,4,240,13,4,4,4,240,13,78,4,13,240,78,13,4,240,78,13,240,240,13,4,78,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,192,243,125,125,125,125,125,11,45,221,221,221,33,33,192,33,5,197,192,6,33,5,3,197,192,125,192,6,33,5,3,197,192,192,125,91,258,311,240,240,174,174,175,191,122,45,45,5,197,3,6,102,102,6,102,102,6,5,197,192,3,3,6,91,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,125,125,91,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,125,125,91,5,221,140,197,192,140,91,6,199,201,195,195,5,197,3,6,5,140,197,192,140,91,6,5,3,6,102,102,6,102,102,6,5,140,197,192,140,197,91,6,206,214,213,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33
265,168,102,102,102,265,168,102,102,5,63,63,63,6,175,97,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,192,6,33,5,3,197,192,192,6,192,192,243,125,125,125,125,125,125,125,125,125,125,125,91,258,311,240,240,174,174,175,191,122,45,45,122,184,224,184,5,197,192,3,6,91,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,185,78,102,102,221,221,201,102,168,102,102,168,3,168,102,168,3,168,102,168,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,43,3,265,43,168,265,168,168,168,3,43,168,3,168,168,168,168,265,168,168,168,3,168,43,265,3,168,265,265,168,168,3,43,168,168,265,168,168,3,168,168,168,3,3,168,168,168,168,195,340,168,43,43,168,265,168,168,168,265,3,168,265,168,3,43,265,3,3,43,3,195,43,168,43,43,168,265,168,168,168,168,265,168,265,43,168,3,265,168,168,168,3,3,265,3,168,43,3,265,43,265,265,265,265,168,168,168,340,168,43,168,265,265,43,3,265,168,265,168,168,168,195,168,3,168,168,265,265,3,168,168,265,265,168,168,265,168,265,3,3,43,168,265,265,265,265,265,168,265,265,168,168,168,3,168,265,265,168,3,3,168,43,3,265,265,265,168,168,3,168,168,3,43,3,3,168,168,168,265,168,265,3,265,43,265,168,3,168,168,168,168,3,265,43,168,168,168,168,3,43,3,3,3,168,168,168,265,3,168,43,168,168,43,43,43,168,43,168,168,3,3,265,3,43,43,168,168,168
168,168,102,168,102,102,168,102,168,102,168,102,163,45,78,104,183,13,12,13,183,13,122,331,120,6,221,13,13,183,78,4,78,104,13,168,168,102,168,168,168,168,168,102,168,168,168,168,102,168,192,268,5,192,192,91,91,5,91,5,6,5,91,91,6,5,197,5,197,13,195,33,33,195,195,45,146,3,168,60,91,6,102,168,168,168,168,168,102,168,168,102,168,168,168,168,45,91,122,120,13,33,13,13,5,5,91,91,5,197,33,13,104,5,168,102,168,102,102,102,168,168,102,102,168,163,104,13,33,268,13,13,91,104,6,45,168,104,78,5,168,78,168,78,168,4,168,78,168,168,168,3,4,168,78,4,168,168,168,3,3,78,4,168,168,4,3,168,4,78,4,3,168,168,168,3,78,3,168,78,168,168,168,168,168,3,4,78,78,78,78,168,3,78,78,168,3,78,78,168,3,78,78,168,3,4,78,78,78,78,168,3,78,78,168,3,78,78,168,168,168,168,168,168,168,168,4,168,4
209,211,5,5,5,5,197,192,3,3,3,3,3,3,3,174,33,5,122,192,125,5,192,6,33,192,6,6,6,125,125,125,91,102,102,33,168,146,168,3,146,146,168,3,45,168,168,168,168,168,146,168,168,168,168,168,146,168,146,3,168,168,168,168,168,146,168,168,146,168,168,168,33,3,33,33,33,125,3,3,3,3,33,196,5,3,6,33,33,33,192,125,33,33,33,3,3,3,33,33,45,6,3,168,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,265,168,265,168,265,168,168,265,265,168,168,265,265,168,168,265,168,265,265,168,265,168,168,168,168,168,265,265,168,265,168,265,168,168,168,168,265,168,265,265,168,168,168,265,168,168,168,168,265,168,265,168,265,168,265,168,168,168,168,265,265,168,265,168,265,265,168,265,168,265,168,168,168,265,168,168,168,168,265,265,265,168,168,102,265,168,168,168,265,265,168,168,265,168,265,102,168,168,168,168,168,265,265,265,168,265,168,168,265,265,168,265,168,168,168,265,168,265,168,265,168,168,168,265,168,168,168,168,265,265,168,168,168,102,265,168,168,168,168,265,168,102,168,102,265,168,168,168,265,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,265,168,265,102,168,168,168,265,168,168,168,168,168,265,265,168,168,168,168,168,168,168,168,265,265,265,168,168,168,168,168,265,265,168,168,168,168,168,168,265,168,168,168,265,265,265,265,265,168,168,168,265,102,265,168,102,168,168,168,168,265,168,168,168
240,168,102,168,168,168,102,168,168,102,168,6,42,168,168,102,168,102,168,102,168,240,168,221,6,168,168,240,4,168,168,240,3,240,240,240,240,168,3,168,240,3,240,240,240,240,240,102,6,221,221,168,240,3,240,240,240,102,168,240,3,240,240,240,168,240,3,240,240,240,240,240,102,168,102,3,168,240,168,240,102,3,102,168,102,168,102,3,240,240,168,102,3,168,6,168,42,168,168,240,3,240,240,240,240,240,102,102,168,102,3,168,168,42,240,168,168,240,168,240,3,240,240,240,102,168,3,102,168,240,3,240,240,240,168,102,3,168,102,3,168,3,102,168,3,3,168,102,3,168,102,3,168,102,3,78,168,102,3,168,102,3,168,102,3,240,240,168,102,3,168,240,3,240,240,240,240,240,102,168,3,102,240,240,168,102,168,168,3,102,240,240,168,102,168,240,3,240,240,240,240,240,102,168,240,3,240,240,240,240,240,102,168,240,3,240,240,240,240,240,102,221,221,240,168,102,168,102,6
6,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,192,6,192,243,125,125,125,91,20,174,201,45,45,64,195,195,5,221,6,221,174,174,174,174,174,174,3,5,221,6,221,3,3,6,5,221,6,221,63,6,221,6,221,63,195,195,195,120,114,63,6,63,6,5,221,6,221,63,6,221,6,221,63,120,114,63,6,63,6,5,221,141,141,6,196,195,196,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,168,102,168,102,168,102,168,78,168,168,102,168,168,102,91,45,104,13,78,104,102,168,168,168,102,168,163,168,168,102,102,102,102,102,168,102,168,102,168,168,102,168,91,163,78,168,102,168,168,146,221,104,6,78,102,168,102,168,102,168,102,168,168,168,102,168,102,168,168,102,168,102,168,168,78,3,78,78,102,168,168,102,168,102,168,102,168,102,168,168,102,163,78,78,102,168,102,102,102,168,102,102,168,168,168,91,168,78,3,78,78,78,78,78,78,78,78,78,78,78,168,102,221,102,168,168,168,102,168,102,168,102,168,102,168,102,168,168,102,168,102,13,104,168,102,168,102,168,168,45,78,102,168,168,168,192,163,168,168,183,12,102,102,168,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,54,102,6,102,102,102,102,102,102,102,102,102,102,102,240,78,240,265,102,102,102,13,102,102,102,102,6,195,5,197,192,3,3,6,91,195,102,102,78,168,102,168,54,102,6,102,102,102,102,102,102,102,102,102,6,265,78,265,4,240,78,78,265,102,168,54,102,6,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,91,102,168,54,102,6,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,6,265,78,78,265,102,102,102,13,102,102,102,102,6,195,5,197,192,3,3,6,91,195,168,54,102,6,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,6,265,78,78,265,102,102,102,13,168,54,102,6,265,78,78,265,102,102,102,13,102,102,102,102,6,195
5,4,11,197,5,6,6,33,125,91,199,102,5,192,197,5,5,5,5,102,102,102,5,195,5,197,192,3,3,6,91,102,168,4,3,3,195,5,197,192,3,240,125,5,3,3,13,199,5,140,197,192,140,91,6,5,140,197,192,140,91,6,192,102,102,102,5,142,4,4,13,102,6,33,27,3,3,13,199,5,140,197,192,5,27,192,102,102,142,4,4,13,102,6,199,91,6,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,168,265,168,265,265,168,265,168,265,168,3,168,265,3,3,265,3,265,168,168,168,168,3,265,3,168,3,265,265,168,168,146,146,168,168,168,168,3,265,168,3,168,3,168,168,168,3,146,168,3,265,3,168,265,3,265,146,168,265,265,168,3,168,3,3,3,265,265,265,168,265,168,168,168,3,146,146,168,78,4,265,168,168,146,168,168,265,168,265,168,265,3,168,265,168,168,168,265,3,3,168,3,3,3,168,3,168,3,265,168,168,265,265,3,168,265,3,265,168,146,265,146,168,4,168,3,3,4,168,168,162,168,168,168,265,3,265,3,162,168,146,168,265,3,168,3,146,168,168,265,146,168,168,78,168,3,168,78,168,265,3,168,168,3,168,168,168,265,168,265,168,168,3,168,3,168,265,3,3,3,265,168,3,4,265,3,168,168,168,3,265,168,265,168,168,3,168,265,3,168,168,265,265,168,3,3,3,4,146,168,265,3,265,3,3,3,265,3,265,3,168,168,168,146,168,168,168
168,265,168,146,168,168,265,168,168,265,168,168,168,168,168,265,146,168,265,265,3,168,168,146,168,168,168,168,146,168,168,3,168,265,168,168,265,168,168,168,265,168,168,168,168,168,265,168,265,168,146,265,146,168,3,3,168,168,168,3,146,168,168,168,265,168,265,146,168,168,168,3,168,168,3,168,168,168,168,168,146,168,168,168,265,168,168,265,168,265,146,168,265,168,168,168,3,3,168,265,146,3,168,265,146,3,265,168,168,265,265,168,168,168,168,168,168,168,265,168,265,265,168,168,168,3,265,265,168,168,168,265,168,146,168,265,168,265,146,265,3,168,3,3,146,265,265,146,265,168,168,3,168,265,3,168,3,168,265,168,265,168,265,168,265,168,168,265,265,3,265,146,168,168,168,168,168,146,265,168,168,265,168,3,168,3,168,3,168,265,168,3,78,168,168,265,3,265,168,265,168,3,146,265,168,265,168,168,3,265,265,168,265,168,146,168,265,3,168,3,168,3,168,168,3,146,168,3,265
174,174,174,174,174,174,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,63,63,5,63,6,221,221,221,11,11,11,11,11,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,192,6,192,243,125,125,125,91,174,174,174,174,174,174,174,174,174,174,174,54,197,3,45,45,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,78,265,311,78,78,265,240,240,196,240,240,240,196,240,240,240,240,196,78,196,78,265,78,240,240,240,196,78,265,240,240,196,240,240,240,240,240,196,240,265,240,240,240,240,240,240,196,240,240,78,265,240,240,196,78,196,240,240,78,240,265,240,240,240,196,78,265,240,240,240,240,240,196,78,265,240,240,240,265,240,240,196,240,78,265,240,240,240,196,240,240,240,78,265,240,240,196,240,240,240,240,240,240,196,240,240,78,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,13,4,4,78,4,78,4,13,78,13,4,78,4,13,240,240,4,13,13,78,240,4,4,13,78,265,4,13,4,240,240,265,13,240,78,13,78,4,4,4,4,4,4,240,78,78,240,4,13,4,13,13,240,4,13,13,4,240,78,13,240,78,4,4,13,78,4,13,4,13,13,78,13,13,4,4,4,13,240,240,240,13,4,78,13,13,78,13,265,265,240,240,13,4,78,13,13,78,13,13,4,78,13,13,78,13,265,265,240,13,240,4,78,13,13,78,13,265,265,240,240,13,4,78,13,13,78,13,265,265,240,240,13,4,78,13,13,78,13,265,265,240,240,13,13,240,13,78,4,4,13,4,4,240,4,265,265,4,78,4,240,4,265,265,240,13,4,240,240,13,78,240,4,4,4,78,4,78,13,4,4,4,4,265,78,240,240,4,4,78,4,265,78,240,78,78,78,78,78,240,240,240,78,13,4,4,78,13,13,78,13,13,4,78,13,13,78,13,13,4,78,13,13,78,13,265,265,240
175,174,174,174,57,175,54,175,6,3,6,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,192,192,243,125,125,125,125,125,125,125,125,125,91,258,311,240,240,174,174,175,191,122,268,45,45,5,197,192,3,3,6,91,5,197,192,192,6,54,54,54,54,174,174,220,196,220,6,197,192,4,174,174,174,174,174,174,174,174,174,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
